页签,序号,项目名称,分类,上游地址,entity_type,reason,source,expanded_from_org,stars,description,language,llm_note
鲲鹏,559,mpi4py,基础库&加速库,https://github.com/mpi4py/mpi4py,repo,脚本分类: github.com/mpi4py/mpi4py,repo,,,,,
鲲鹏,560,SWMM,基础库&加速库,https://github.com/USEPA/Stormwater-Management-Model,repo,脚本分类: github.com/USEPA/Stormwater-Management-Model,repo,,,,,
鲲鹏,561,PETSc,基础库&加速库,https://github.com/petsc/petsc,repo,脚本分类: github.com/petsc/petsc,repo,,,,,
鲲鹏,562,mfem,HPC,https://github.com/mfem/mfem,repo,脚本分类: github.com/mfem/mfem,repo,,,,,
鲲鹏,563,kokkos,基础库&加速库,https://github.com/kokkos/kokkos,repo,脚本分类: github.com/kokkos/kokkos,repo,,,,,
鲲鹏,565,slurm,基础库&加速库,https://github.com/SchedMD/slurm,repo,脚本分类: github.com/SchedMD/slurm,repo,,,,,
鲲鹏,566,sglang,HPC,https://github.com/sgl-project/sglang,repo,脚本分类: github.com/sgl-project/sglang,repo,,,,,
鲲鹏,41,openMPI,HPC,"https://www.open-mpi.org/, https://openucx.org/",repo,GitHub repo: github.com/open-mpi/ompi — Open MPI main development repository,repo,,,,,
鲲鹏,78,Lustre,分布式存储,https://git.whamcloud.com/,repo,GitHub mirror: github.com/lustre/lustre-release — Lustre parallel file system,repo,,,,,
鲲鹏,131,LVS,Web,在内核集成,repo,Linux内核子系统 net/netfilter/ipvs — Linux Virtual Server已合入内核主线,repo,,,,,
鲲鹏,173,GMP,基础库&加速库,https://gmplib.org/repo/,repo,GNU Multiple Precision Arithmetic Library — 官方Mercurial仓库 gmplib.org/repo; GitHub mirror: github.com/gmp-mirror,repo,,,,,
鲲鹏,175,libmpc,基础库&加速库,http://www.multiprecision.org/,repo,GNU MPC — 复数高精度运算C库; 源码发布于 ftp.gnu.org/gnu/mpc/,repo,,,,,
鲲鹏,203,Memtester,基础库&加速库,https://pyropus.ca./software/memtester/,repo,用户态内存测试工具; GitHub mirror: github.com/jnavila/memtester,repo,,,,,
鲲鹏,218,LZO,基础库&加速库,http://www.oberhumer.com/opensource/lzo/,repo,LZO实时数据压缩库; GitHub mirror: github.com/nemequ/lzo,repo,,,,,
鲲鹏,251,VASP,HPC,https://www.vasp.at/,repo,Vienna Ab initio Simulation Package — 商业授权的Fortran计算化学软件; 单一代码库,repo,,,,,
鲲鹏,256,Amber tools,HPC,https://ambermd.org/index.php,repo,AmberTools — 分子动力学模拟工具集; GitHub: github.com/Amber-MD/AmberClassic (GPLv2),repo,,,,,
鲲鹏,262,OpenFOAM,HPC,https://openfoam.org/release/,repo,OpenFOAM CFD工具箱; GitHub: github.com/OpenFOAM/OpenFOAM-dev,repo,,,,,
鲲鹏,264,genewise,HPC,https://www.ebi.ac.uk/~birney/wise2/,repo,Wise2/GeneWise — 蛋白质-DNA比对工具; GitHub mirror: github.com/PlantandFoodResearch/wise2,repo,,,,,
鲲鹏,266,OpenLB,HPC,https://www.openlb.net/,repo,OpenLB — 开源格子玻尔兹曼C++代码; GitLab: gitlab.com/openlb/release (GPLv2),repo,,,,,
鲲鹏,294,repeatmasker,HPC,http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz,repo,RepeatMasker — DNA重复序列筛查工具; GitHub: github.com/Dfam-consortium/RepeatMasker,repo,,,,,
鲲鹏,326,Meraculous,HPC,https://jgi.doe.gov/data-and-tools/meraculous/,repo,Meraculous — 全基因组组装器; SourceForge: sourceforge.net/projects/meraculous20,repo,,,,,
鲲鹏,329,Yambo,HPC,http://www.yambo-code.org/,repo,Yambo — 多体计算ab initio代码; GitHub: github.com/yambo-code/yambo (GPL),repo,,,,,
,,GenAIExamples,,https://github.com/opea-project/GenAIExamples,repo,org_expansion: opea-project,org_expansion,opea-project,729,"Generative AI Examples is a collection of GenAI examples such as ChatQnA, Copilot, which illustrate the pipeline capabilities of the Open Platform for Enterprise AI (OPEA) project.",Shell,
,,GenAIComps,,https://github.com/opea-project/GenAIComps,repo,org_expansion: opea-project,org_expansion,opea-project,195,GenAI components at micro-service level; GenAI service composer to create mega-service,Python,
,,Amphion,,https://github.com/open-mmlab/Amphion,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,9743,"Amphion (/æmˈfaɪən/) is a toolkit for Audio, Music, and Speech Generation. Its purpose is to support reproducible research and help junior researchers and engineers get started in the field of audio, ",Python,
,,mmpose,,https://github.com/open-mmlab/mmpose,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,7497,OpenMMLab Pose Estimation Toolbox and Benchmark.,Python,
,,mmcv,,https://github.com/open-mmlab/mmcv,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,6428,OpenMMLab Computer Vision Foundation,Python,
,,OpenPCDet,,https://github.com/open-mmlab/OpenPCDet,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,5527,OpenPCDet Toolbox for LiDAR-based 3D Object Detection.,Python,
,,mmaction2,,https://github.com/open-mmlab/mmaction2,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,4973,OpenMMLab's Next Generation Video Understanding Toolbox and Benchmark,Python,
,,mmengine,,https://github.com/open-mmlab/mmengine,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,1465,OpenMMLab Foundational Library for Training Deep Learning Models,Python,
,,PowerPaint,,https://github.com/open-mmlab/PowerPaint,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,1066,"[ECCV 2024] PowerPaint, a versatile image inpainting model that supports text-guided object inpainting, object removal, image outpainting and shape-guided object inpainting with only a single model. 一",Python,
,,StyleShot,,https://github.com/open-mmlab/StyleShot,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,458,StyleShot: A SnapShot on Any Style. 一款可以迁移任意风格到任意内容的模型，无需针对图片微调，即能生成高质量的个性风格化图片!,Python,
,,labelbee,,https://github.com/open-mmlab/labelbee,repo,org_expansion: open-mmlab,org_expansion,open-mmlab,300,LabelBee is an annotation Library,TypeScript,
,,FunASR,,https://github.com/modelscope/FunASR,repo,org_expansion: modelscope,org_expansion,modelscope,15592,"A Fundamental End-to-End Speech Recognition Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Recognition, Voice Activity Detection, Text Post-processing etc.",Python,
,,facechain,,https://github.com/modelscope/facechain,repo,org_expansion: modelscope,org_expansion,modelscope,9498,FaceChain is a deep-learning toolchain for generating your Digital-Twin.,Jupyter Notebook,
,,modelscope,,https://github.com/modelscope/modelscope,repo,org_expansion: modelscope,org_expansion,modelscope,8843,ModelScope: bring the notion of Model-as-a-Service to life.,Python,
,,FunClip,,https://github.com/modelscope/FunClip,repo,org_expansion: modelscope,org_expansion,modelscope,5502,"Open-source, accurate and easy-to-use video speech recognition & clipping tool, LLM based AI clipping intergrated.",Python,
,,ms-agent,,https://github.com/modelscope/ms-agent,repo,org_expansion: modelscope,org_expansion,modelscope,4141,MS-Agent: a lightweight framework to empower agentic execution of complex tasks,Python,
,,ClearerVoice-Studio,,https://github.com/modelscope/ClearerVoice-Studio,repo,org_expansion: modelscope,org_expansion,modelscope,4028,"An AI-Powered Speech Processing Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Enhancement, Separation, and Target Speaker Extraction, etc.",Python,
,,3D-Speaker,,https://github.com/modelscope/3D-Speaker,repo,org_expansion: modelscope,org_expansion,modelscope,2876,"A Repository for Single- and Multi-modal Speaker Verification, Speaker Recognition and Speaker Diarization",Python,
,,evalscope,,https://github.com/modelscope/evalscope,repo,org_expansion: modelscope,org_expansion,modelscope,2635,"A streamlined and customizable framework for efficient large model (LLM, VLM, AIGC) evaluation and performance benchmarking.",Python,
,,modelscope-classroom,,https://github.com/modelscope/modelscope-classroom,repo,org_expansion: modelscope,org_expansion,modelscope,1362,,Jupyter Notebook,
,,AgentEvolver,,https://github.com/modelscope/AgentEvolver,repo,org_expansion: modelscope,org_expansion,modelscope,1354,AgentEvolver: Towards Efficient Self-Evolving Agent System,Python,
,,sirchmunk,,https://github.com/modelscope/sirchmunk,repo,org_expansion: modelscope,org_expansion,modelscope,859,"🐿️ Sirchmunk:  Raw data to self-evolving intelligence, real-time.",Python,
,,awesome-deep-reasoning,,https://github.com/modelscope/awesome-deep-reasoning,repo,org_expansion: modelscope,org_expansion,modelscope,430,Collect every awesome work about r1!,Python,
,,DiffSynth-Engine,,https://github.com/modelscope/DiffSynth-Engine,repo,org_expansion: modelscope,org_expansion,modelscope,390,,Python,
,,easydistill,,https://github.com/modelscope/easydistill,repo,org_expansion: modelscope,org_expansion,modelscope,305,a toolkit on knowledge distillation for large language models,Python,
,,Nexus-Gen,,https://github.com/modelscope/Nexus-Gen,repo,org_expansion: modelscope,org_expansion,modelscope,289,,Python,
,,dash-infer,,https://github.com/modelscope/dash-infer,repo,org_expansion: modelscope,org_expansion,modelscope,273,"DashInfer is a native LLM inference engine aiming to deliver industry-leading performance atop various hardware architectures, including CUDA,  x86 and ARMv9.",C,
,,MCPBench,,https://github.com/modelscope/MCPBench,repo,org_expansion: modelscope,org_expansion,modelscope,243,The evaluation benchmark on MCP servers,Python,
,,twinkle,,https://github.com/modelscope/twinkle,repo,org_expansion: modelscope,org_expansion,modelscope,209,Twinkle✨: Training workbench to make your model glow.,Python,
,,AgentJet,,https://github.com/modelscope/AgentJet,repo,org_expansion: modelscope,org_expansion,modelscope,184,"Cutting-edge platform for LLM agent tuning. Deliver RL tuning with flexibility, reliability, speed, multi-agent optimization and realtime community benchmarking.",Python,
,,modelscope-studio,,https://github.com/modelscope/modelscope-studio,repo,org_expansion: modelscope,org_expansion,modelscope,141,"A third-party component library based on Gradio. Integrates Ant Design, Ant Design X, Monaco Editor and more advanced components  to help you build applications efficiently.",TypeScript,
,,vllm-omni,,https://github.com/vllm-project/vllm-omni,repo,org_expansion: vllm-project,org_expansion,vllm-project,4238,A framework for efficient model inference with omni-modality models,Python,
,,semantic-router,,https://github.com/vllm-project/semantic-router,repo,org_expansion: vllm-project,org_expansion,vllm-project,3670,"System Level Intelligent Router for Mixture-of-Models at Cloud, Data Center and Edge",Go,
,,production-stack,,https://github.com/vllm-project/production-stack,repo,org_expansion: vllm-project,org_expansion,vllm-project,2264,vLLM’s reference system for K8S-native cluster-wide deployment with community-driven performance optimization,Python,
,,vllm-ascend,,https://github.com/vllm-project/vllm-ascend,repo,org_expansion: vllm-project,org_expansion,vllm-project,1893,Community maintained hardware plugin for vLLM on Ascend,Python,
,,guidellm,,https://github.com/vllm-project/guidellm,repo,org_expansion: vllm-project,org_expansion,vllm-project,984,Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs,Python,
,,vllm-metal,,https://github.com/vllm-project/vllm-metal,repo,org_expansion: vllm-project,org_expansion,vllm-project,858,Community maintained hardware plugin for vLLM on Apple Silicon,Python,
,,recipes,,https://github.com/vllm-project/recipes,repo,org_expansion: vllm-project,org_expansion,vllm-project,638,Common recipes to run vLLM,Jupyter Notebook,
,,tpu-inference,,https://github.com/vllm-project/tpu-inference,repo,org_expansion: vllm-project,org_expansion,vllm-project,286,"TPU inference for vLLM, with unified JAX and PyTorch support.",Python,
,,compressed-tensors,,https://github.com/vllm-project/compressed-tensors,repo,org_expansion: vllm-project,org_expansion,vllm-project,270,A safetensors extension to efficiently store sparse quantized tensors on disk,Python,
,,mini-sglang,,https://github.com/sgl-project/mini-sglang,repo,org_expansion: sgl-project,org_expansion,sgl-project,3937,"A compact implementation of SGLang, designed to demystify the complexities of modern LLM serving systems.",Python,
,,sgl-learning-materials,,https://github.com/sgl-project/sgl-learning-materials,repo,org_expansion: sgl-project,org_expansion,sgl-project,793,Materials for learning SGLang,,
,,ome,,https://github.com/sgl-project/ome,repo,org_expansion: sgl-project,org_expansion,sgl-project,413,"Open Model Engine (OME) — Kubernetes operator for LLM serving, GPU scheduling, and model lifecycle management. Works with SGLang, vLLM, TensorRT-LLM, and Triton",Go,
,,genai-bench,,https://github.com/sgl-project/genai-bench,repo,org_expansion: sgl-project,org_expansion,sgl-project,287,Genai-bench is a powerful benchmark tool designed for comprehensive token-level performance evaluation of large language model (LLM) serving systems.,Python,
,,sglang-jax,,https://github.com/sgl-project/sglang-jax,repo,org_expansion: sgl-project,org_expansion,sgl-project,263,JAX backend for SGL,Python,
,,rbg,,https://github.com/sgl-project/rbg,repo,org_expansion: sgl-project,org_expansion,sgl-project,199,A workload for deploying LLM inference services on Kubernetes,Go,
,,sglang-omni,,https://github.com/sgl-project/sglang-omni,repo,org_expansion: sgl-project,org_expansion,sgl-project,174,SGLang Omni: High-Performance Multi-Stage Pipeline Framework for Omni Models,Python,
,,sgl-project.github.io,,https://github.com/sgl-project/sgl-project.github.io,repo,org_expansion: sgl-project,org_expansion,sgl-project,122,This is the documentation repository for SGLang. It is auto-generated from https://github.com/sgl-project/sglang,HTML,
,,sgl-cookbook,,https://github.com/sgl-project/sgl-cookbook,repo,org_expansion: sgl-project,org_expansion,sgl-project,114,Cookbook of SGLang - Recipe,JavaScript,
,,sgl-kernel-npu,,https://github.com/sgl-project/sgl-kernel-npu,repo,org_expansion: sgl-project,org_expansion,sgl-project,113,SGLang kernel library for NPU,C++,
,,examples,,https://github.com/pytorch/examples,repo,org_expansion: pytorch,org_expansion,pytorch,23832,"A set of examples around pytorch in Vision, Text, Reinforcement Learning, etc.",Python,
,,tutorials,,https://github.com/pytorch/tutorials,repo,org_expansion: pytorch,org_expansion,pytorch,9101,PyTorch tutorials.,Python,
,,ignite,,https://github.com/pytorch/ignite,repo,org_expansion: pytorch,org_expansion,pytorch,4752,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,Python,
,,executorch,,https://github.com/pytorch/executorch,repo,org_expansion: pytorch,org_expansion,pytorch,4487,"On-device AI across mobile, embedded and edge for PyTorch",Python,
,,serve,,https://github.com/pytorch/serve,repo,org_expansion: pytorch,org_expansion,pytorch,4361,"Serve, optimize and scale PyTorch models in production",Java,
,,torchchat,,https://github.com/pytorch/torchchat,repo,org_expansion: pytorch,org_expansion,pytorch,3620,"Run PyTorch LLMs locally on servers, desktop and mobile",Python,
,,text,,https://github.com/pytorch/text,repo,org_expansion: pytorch,org_expansion,pytorch,3564,"Models, data loaders and abstractions for language processing, powered by PyTorch",Python,
,,rl,,https://github.com/pytorch/rl,repo,org_expansion: pytorch,org_expansion,pytorch,3379,"A modular, primitive-first, python-first PyTorch library for Reinforcement Learning.",Python,
,,TensorRT,,https://github.com/pytorch/TensorRT,repo,org_expansion: pytorch,org_expansion,pytorch,2962,PyTorch/TorchScript/FX compiler for NVIDIA GPUs using TensorRT,Python,
,,audio,,https://github.com/pytorch/audio,repo,org_expansion: pytorch,org_expansion,pytorch,2861,"Data manipulation and transformation for audio signal processing, powered by PyTorch",Python,
,,ao,,https://github.com/pytorch/ao,repo,org_expansion: pytorch,org_expansion,pytorch,2763,PyTorch native quantization and sparsity for training and inference,Python,
,,xla,,https://github.com/pytorch/xla,repo,org_expansion: pytorch,org_expansion,pytorch,2762,Enabling PyTorch on XLA Devices (e.g. Google TPU),C++,
,,FBGEMM,,https://github.com/pytorch/FBGEMM,repo,org_expansion: pytorch,org_expansion,pytorch,1550,FB (Facebook) + GEMM (General Matrix-Matrix Multiplication) - https://code.fb.com/ml-applications/fbgemm/,C++,
,,functorch,,https://github.com/pytorch/functorch,repo,org_expansion: pytorch,org_expansion,pytorch,1436,functorch is JAX-like composable function transforms for PyTorch.,Jupyter Notebook,
,,gloo,,https://github.com/pytorch/gloo,repo,org_expansion: pytorch,org_expansion,pytorch,1414,Collective communications library with various primitives for multi-machine training.,C++,
,,extension-cpp,,https://github.com/pytorch/extension-cpp,repo,org_expansion: pytorch,org_expansion,pytorch,1185,C++ extensions in PyTorch,Python,
,,cpuinfo,,https://github.com/pytorch/cpuinfo,repo,org_expansion: pytorch,org_expansion,pytorch,1165,"CPU INFOrmation library (x86/x86-64/ARM/ARM64, Linux/Windows/Android/macOS/iOS)",C,
,,benchmark,,https://github.com/pytorch/benchmark,repo,org_expansion: pytorch,org_expansion,pytorch,1024,TorchBench is a collection of open source benchmarks used to evaluate PyTorch performance.,Python,
,,kineto,,https://github.com/pytorch/kineto,repo,org_expansion: pytorch,org_expansion,pytorch,942,A CPU+GPU Profiling library that provides access to timeline traces and hardware performance counters. ,HTML,
,,helion,,https://github.com/pytorch/helion,repo,org_expansion: pytorch,org_expansion,pytorch,824,"A Python-embedded DSL that makes it easy to write fast, scalable ML kernels with minimal boilerplate.",Python,
,,ort,,https://github.com/pytorch/ort,repo,org_expansion: pytorch,org_expansion,pytorch,370,Accelerate PyTorch models with ONNX Runtime,Python,
,,builder,,https://github.com/pytorch/builder,repo,org_expansion: pytorch,org_expansion,pytorch,357,Continuous builder and binary build scripts for pytorch,Python,
,,tensorpipe,,https://github.com/pytorch/tensorpipe,repo,org_expansion: pytorch,org_expansion,pytorch,286,A tensor-aware point-to-point communication primitive for machine learning,C++,
,,pytorch.github.io,,https://github.com/pytorch/pytorch.github.io,repo,org_expansion: pytorch,org_expansion,pytorch,279,The website for PyTorch,HTML,
,,cppdocs,,https://github.com/pytorch/cppdocs,repo,org_expansion: pytorch,org_expansion,pytorch,248,PyTorch C++ API Documentation,HTML,
,,rfcs,,https://github.com/pytorch/rfcs,repo,org_expansion: pytorch,org_expansion,pytorch,144,PyTorch RFCs (experimental),,
,,test-infra,,https://github.com/pytorch/test-infra,repo,org_expansion: pytorch,org_expansion,pytorch,108,"This repository hosts code that supports the testing infrastructure for the PyTorch organization. For example, this repo hosts the logic to track disabled tests and slow tests, as well as our continua",TypeScript,
,,pytorch_sphinx_theme,,https://github.com/pytorch/pytorch_sphinx_theme,repo,org_expansion: pytorch,org_expansion,pytorch,105,PyTorch Sphinx Theme,CSS,
,,WMRouter,,https://github.com/meituan/WMRouter,repo,org_expansion: meituan,org_expansion,meituan,2365,WMRouter是一款Android路由框架，基于组件化的设计思路，有功能灵活、使用简单的特点。,Java,
,,EvoCUA,,https://github.com/meituan/EvoCUA,repo,org_expansion: meituan,org_expansion,meituan,305,EvoCUA: Evolving Computer Use Agent,Python,
,,Meituan-INFORMS-TSL-Research-Challenge,,https://github.com/meituan/Meituan-INFORMS-TSL-Research-Challenge,repo,org_expansion: meituan,org_expansion,meituan,143,,,
,,AWorld,,https://github.com/inclusionAI/AWorld,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,1173,"Search, understand, reproduce, and improve an idea with ease",Python,
,,UI-Venus,,https://github.com/inclusionAI/UI-Venus,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,1141,UI-Venus is a native UI agent designed to perform precise GUI element grounding and effective navigation using only screenshots as input.,Python,
,,Ming,,https://github.com/inclusionAI/Ming,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,647,Ming - facilitating advanced multimodal understanding and generation capabilities built upon the Ling LLM.,Jupyter Notebook,
,,ASearcher,,https://github.com/inclusionAI/ASearcher,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,574,An Open-Source Large-Scale Reinforcement Learning Project for Search Agents,Python,
,,TwinFlow,,https://github.com/inclusionAI/TwinFlow,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,506,[ICLR 2026] Taming large-scale few-step training with self-adversarial flows! 👏🏻,Python,
,,dInfer,,https://github.com/inclusionAI/dInfer,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,450,dInfer: An Efficient Inference Framework for Diffusion Language Models,Python,
,,Ming-UniAudio,,https://github.com/inclusionAI/Ming-UniAudio,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,441,"Ming-UniAudio: Speech LLM for Joint Understanding, Generation and Editing with Unified Representation",Python,
,,cuLA,,https://github.com/inclusionAI/cuLA,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,405,"CUDA kernels for linear attention variants, written in CuTe DSL and CUTLASS C++.",Python,
,,LLaDA2.X,,https://github.com/inclusionAI/LLaDA2.X,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,392,"LLaDA2.0 is the diffusion language model series developed by InclusionAI team, Ant Group.",,
,,AEnvironment,,https://github.com/inclusionAI/AEnvironment,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,291,Standardized environment infrastructure for Agentic AI development.,Python,
,,Ling-V2,,https://github.com/inclusionAI/Ling-V2,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,264,Ling-V2 is a MoE LLM provided and open-sourced by InclusionAI.,Python,
,,Ling,,https://github.com/inclusionAI/Ling,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,244,Ling is a MoE LLM provided and open-sourced by InclusionAI. ,Python,
,,dFactory,,https://github.com/inclusionAI/dFactory,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,238,Easy and Efficient dLLM Fine-Tuning,Python,
,,Ming-omni-tts,,https://github.com/inclusionAI/Ming-omni-tts,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,217,"Ming-omni-tts: Simple and Efficient Unified Generation of Speech, Music, and Sound with Precise Control",Python,
,,asystem-awex,,https://github.com/inclusionAI/asystem-awex,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,145,"A high-performance RL training-inference weight synchronization framework, designed to enable second-level parameter updates from training to inference in RL workflows",Python,
,,Ming-UniVision,,https://github.com/inclusionAI/Ming-UniVision,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,141,Code release for Ming-UniVision: Joint Image Understanding and Geneation with a Continuous Unified Tokenizer,Python,
,,PromptCoT,,https://github.com/inclusionAI/PromptCoT,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,134,"A unified suite for generating elite reasoning problems and training high-performance LLMs, including pioneering attention-free architectures",Python,
,,Zooming-without-Zooming,,https://github.com/inclusionAI/Zooming-without-Zooming,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,118,ZwZ model family: SOTA fine-grained perception performace; ZoomBench: a new challenging perception benchmark,Python,
,,Ring,,https://github.com/inclusionAI/Ring,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,107,"Ring is a reasoning MoE LLM provided and open-sourced by InclusionAI, derived from Ling. ",Python,
,,asystem-amem,,https://github.com/inclusionAI/asystem-amem,repo,org_expansion: inclusionAI,org_expansion,inclusionAI,103,"A NCCL extension library, designed to efficiently offload GPU memory allocated by the NCCL communication library.",C++,
,,DeepSeek-V3,,https://github.com/deepseek-ai/DeepSeek-V3,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,102533,,Python,
,,DeepSeek-R1,,https://github.com/deepseek-ai/DeepSeek-R1,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,91963,,,
,,awesome-deepseek-integration,,https://github.com/deepseek-ai/awesome-deepseek-integration,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,36208,Integrate the DeepSeek API into popular software,,
,,DeepSeek-Coder,,https://github.com/deepseek-ai/DeepSeek-Coder,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,23007,DeepSeek Coder: Let the Code Write Itself,Python,
,,DeepSeek-OCR,,https://github.com/deepseek-ai/DeepSeek-OCR,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,22802,Contexts Optical Compression,Python,
,,FlashMLA,,https://github.com/deepseek-ai/FlashMLA,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,12558,FlashMLA: Efficient Multi-head Latent Attention Kernels,C++,
,,3FS,,https://github.com/deepseek-ai/3FS,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,9797, A high-performance distributed file system designed to address the challenges of AI training and inference workloads. ,C++,
,,DeepEP,,https://github.com/deepseek-ai/DeepEP,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,9106,DeepEP: an efficient expert-parallel communication library,Cuda,
,,open-infra-index,,https://github.com/deepseek-ai/open-infra-index,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,7972,Production-tested AI infrastructure tools for efficient AGI development and community-driven innovation,,
,,DeepSeek-Coder-V2,,https://github.com/deepseek-ai/DeepSeek-Coder-V2,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,6596,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence,,
,,DeepGEMM,,https://github.com/deepseek-ai/DeepGEMM,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,6315,DeepGEMM: clean and efficient FP8 GEMM kernels with fine-grained scaling,Cuda,
,,Engram,,https://github.com/deepseek-ai/Engram,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,4253,Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models,Python,
,,DreamCraft3D,,https://github.com/deepseek-ai/DreamCraft3D,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,3006,[ICLR 2024] Official implementation of DreamCraft3D: Hierarchical 3D Generation with Bootstrapped Diffusion Prior,Python,
,,DualPipe,,https://github.com/deepseek-ai/DualPipe,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,2937,A bidirectional pipeline parallelism algorithm for computation-communication overlap in DeepSeek V3/R1 training.,Python,
,,DeepSeek-OCR-2,,https://github.com/deepseek-ai/DeepSeek-OCR-2,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,2671,Visual Causal Flow,Python,
,,DeepSeek-Math-V2,,https://github.com/deepseek-ai/DeepSeek-Math-V2,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,1568,,Python,
,,DeepSeek-V3.2-Exp,,https://github.com/deepseek-ai/DeepSeek-V3.2-Exp,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,1552,,Python,
,,DeepSeek-Prover-V2,,https://github.com/deepseek-ai/DeepSeek-Prover-V2,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,1251,,,
,,awesome-deepseek-coder,,https://github.com/deepseek-ai/awesome-deepseek-coder,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,770,A curated list of open-source projects related to DeepSeek Coder,,
,,ESFT,,https://github.com/deepseek-ai/ESFT,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,730,Expert Specialized Fine-Tuning,Python,
,,LPLB,,https://github.com/deepseek-ai/LPLB,repo,org_expansion: deepseek-ai,org_expansion,deepseek-ai,497,An early research stage expert-parallel load balancer for MoE models based on linear programming.,Python,
,,Qwen3,,https://github.com/QwenLM/Qwen3,repo,org_expansion: QwenLM,org_expansion,QwenLM,27074,"Qwen3 is the large language model series developed by Qwen team, Alibaba Cloud.",Python,
,,qwen-code,,https://github.com/QwenLM/qwen-code,repo,org_expansion: QwenLM,org_expansion,QwenLM,22184,An open-source AI agent that lives in your terminal.,TypeScript,
,,Qwen,,https://github.com/QwenLM/Qwen,repo,org_expansion: QwenLM,org_expansion,QwenLM,20949,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,Python,
,,Qwen3-VL,,https://github.com/QwenLM/Qwen3-VL,repo,org_expansion: QwenLM,org_expansion,QwenLM,18921,"Qwen3-VL is the multimodal large language model series developed by Qwen team, Alibaba Cloud.",Jupyter Notebook,
,,Qwen3-Coder,,https://github.com/QwenLM/Qwen3-Coder,repo,org_expansion: QwenLM,org_expansion,QwenLM,16315,"Qwen3-Coder is the code version of Qwen3, the large language model series developed by Qwen team.",Python,
,,Qwen-Agent,,https://github.com/QwenLM/Qwen-Agent,repo,org_expansion: QwenLM,org_expansion,QwenLM,15936,"Agent framework and applications built upon Qwen>=3.0, featuring Function Calling, MCP, Code Interpreter, RAG, Chrome extension, etc.",Python,
,,Qwen3-TTS,,https://github.com/QwenLM/Qwen3-TTS,repo,org_expansion: QwenLM,org_expansion,QwenLM,10464,"Qwen3-TTS is an open-source series of TTS models developed by the Qwen team at Alibaba Cloud, supporting stable, expressive, and streaming speech generation, free-form voice design, and vivid voice cl",Python,
