页签,序号,项目名称,分类,上游地址,status,url_type,actual_url,stars,forks,watchers,open_issues_count,total_pull_requests,language,license,created_at,updated_at,pushed_at,size_kb,default_branch,topics,fork,archived,mirror_url,has_issues,note
鲲鹏,1,Glibc,基础库&加速库,https://github.com/bminor/glibc,valid,repo,,1853,464,44,0,0,C,LGPL-2.1,2013-10-25T18:26:45Z,2026-04-07T15:25:53Z,2026-01-21T02:05:56Z,312663,master,,False,True,,False,
鲲鹏,2,Hyperscan,基础库&加速库,https://github.com/est31/cargo-udeps,valid,repo,,2088,51,7,40,204,Rust,NOASSERTION,2019-08-26T20:10:57Z,2026-04-09T02:38:19Z,2025-12-29T01:42:46Z,1102,master,,False,False,,True,
鲲鹏,3,openMPI,基础库&加速库,"https://www.open-mpi.org/
https://openucx.org/",non_github,non_github,,,,,,,,,,,,,,,,,,,"多个URL(2个), 仅验证第一个"
鲲鹏,4,Zlib,基础库&加速库,https://github.com/madler/zlib,valid,repo,,6795,2735,182,225,623,C,NOASSERTION,2011-09-10T03:27:31Z,2026-04-10T02:59:10Z,2026-03-27T22:39:38Z,4984,develop,,False,False,,True,
鲲鹏,5,LZ4,基础库&加速库,https://github.com/lz4/lz4,valid,repo,,11757,1534,232,63,1099,C,NOASSERTION,2014-03-25T15:52:21Z,2026-04-10T03:43:10Z,2026-04-01T22:56:47Z,7136,dev,"c,compression,lz4",False,False,,True,
鲲鹏,6,zlib-ng,基础库&加速库,https://github.com/zlib-ng/zlib-ng,valid,repo,,1976,320,35,70,1731,C,Zlib,2014-10-13T15:47:27Z,2026-04-09T15:56:32Z,2026-03-26T12:58:02Z,11985,develop,"c,compression,deflate,inflate,library,optimized,zlib,zlib-license,zlib-ng,zlib-replacement",False,False,,True,
鲲鹏,7,edk2,基础库&加速库,https://github.com/tianocore/edk2,valid,repo,,5909,3110,277,1327,7768,C,NOASSERTION,2011-04-14T07:35:08Z,2026-04-10T05:14:49Z,2026-04-10T05:14:40Z,338949,master,"c,firmware,python,uefi",False,False,,True,
鲲鹏,8,Suricata,基础库&加速库,https://github.com/OISF/suricata.git,not_found,repo,,,,,,,,,,,,,,,,,,,
鲲鹏,9,Snort,基础库&加速库,https://github.com/snort3/snort3,valid,repo,,3299,661,127,73,107,C++,NOASSERTION,2014-12-11T14:28:09Z,2026-04-09T18:29:36Z,2026-03-18T02:39:16Z,90114,master,,False,False,,True,
鲲鹏,10,nDPI,基础库&加速库,https://github.com/ntop/nDPI,valid,repo,,4411,982,149,61,2161,C,LGPL-3.0,2015-04-19T04:56:52Z,2026-04-10T03:11:43Z,2026-04-09T14:51:57Z,258638,dev,"cybersecurity,deep-packet-inspection,dpi,ndpi,network,traffic-analysis",False,False,,True,
鲲鹏,11,Gzip,基础库&加速库,https://github.com/distrotech/gzip,valid,repo,https://github.com/Distrotech/gzip,12,14,3,0,0,C,GPL-3.0,2013-06-04T16:40:00Z,2025-06-24T18:46:23Z,2015-12-30T23:40:02Z,1921,distrotech-gzip,,False,False,,True,
鲲鹏,12,Zstd,基础库&加速库,https://github.com/facebook/zstd,valid,repo,,26946,2457,405,270,3026,C,NOASSERTION,2015-01-24T00:22:38Z,2026-04-10T03:57:54Z,2026-04-01T22:07:21Z,40460,dev,,False,False,,True,
鲲鹏,13,Snappy,基础库&加速库,https://github.com/google/snappy,valid,repo,,6556,1032,178,56,201,C++,NOASSERTION,2014-03-03T21:58:09Z,2026-04-10T06:16:33Z,2026-03-06T22:30:42Z,2833,main,,False,False,,True,
鲲鹏,14,X265,基础库&加速库,https://github.com/videolan/x265,valid,repo,,796,315,95,7,16,Assembly,GPL-2.0,2013-09-10T16:43:34Z,2026-04-07T06:06:48Z,2023-09-11T18:48:51Z,124552,master,,False,False,,False,
鲲鹏,15,DPDK,基础库&加速库,https://github.com/dpdk/dpdk,valid,repo,https://github.com/DPDK/dpdk,4181,1452,175,25,115,C,,2017-07-05T18:21:43Z,2026-04-09T19:40:30Z,2026-04-09T20:06:54Z,163730,main,,False,False,,False,
鲲鹏,16,X264,基础库&加速库,https://code.videolan.org/videolan/x264,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
鲲鹏,17,SPDK,基础库&加速库,https://github.com/spdk/spdk,valid,repo,,3520,1334,202,222,217,C,NOASSERTION,2015-07-13T23:15:15Z,2026-04-10T01:00:13Z,2026-04-09T21:46:14Z,287816,master,,False,False,,True,
鲲鹏,18,Bcache,基础库&加速库,https://github.com/g2p/bcache-tools,valid,repo,,126,48,16,19,19,C,GPL-2.0,2013-03-09T13:26:23Z,2026-04-07T13:49:33Z,2021-10-08T10:36:03Z,664,master,,False,False,,True,
鲲鹏,19,OpenBLAS,基础库&加速库,https://github.com/xianyi/openblas,valid,repo,https://github.com/OpenMathLib/OpenBLAS,7369,1661,197,116,3154,C,BSD-3-Clause,2011-01-24T06:34:44Z,2026-04-10T07:17:59Z,2026-04-09T21:51:38Z,69074,develop,"blas,lapack,lapacke",False,False,,True,
鲲鹏,20,lapack,基础库&加速库,https://github.com/reference-lapack/lapack,valid,repo,https://github.com/Reference-LAPACK/lapack,1834,501,65,161,678,Fortran,NOASSERTION,2016-04-29T03:19:39Z,2026-04-10T07:01:59Z,2026-03-31T22:57:12Z,37481,master,"blas,eigenvalues,eigenvectors,lapack,lapacke,linear-algebra,linear-equations,matrix-factorization,singular-values,svd",False,False,,True,
鲲鹏,21,Numpy,基础库&加速库,https://github.com/numpy/numpy,valid,repo,,31802,12283,609,2332,17251,Python,NOASSERTION,2010-09-13T23:02:39Z,2026-04-10T07:22:01Z,2026-04-09T21:28:49Z,174458,main,"numpy,python",False,False,,True,
鲲鹏,22,ISA-L,基础库&加速库,https://github.com/intel/isa-l,valid,repo,,1068,339,57,74,174,C,NOASSERTION,2016-01-25T23:10:55Z,2026-04-09T11:35:11Z,2026-03-20T17:19:17Z,2801,master,,False,False,,True,
鲲鹏,23,EMU,ARM应用支持,https://github.com/treangenlab/emu,valid,repo,,86,13,8,12,27,Python,MIT,2023-04-20T18:35:21Z,2026-04-08T19:15:16Z,2026-04-05T07:44:57Z,70256,master,,False,False,,True,
鲲鹏,24,Mesa,ARM应用支持,https://github.com/mesa3d/mesa,not_found,repo,,,,,,,,,,,,,,,,,,,
鲲鹏,25,Binder,ARM应用支持,https://github.com/kupferlauncher/keybinder,valid,repo,,119,18,9,13,7,C,MIT,2009-07-02T17:43:42Z,2025-11-10T11:59:18Z,2019-09-19T08:42:17Z,149,master,,False,False,,True,
鲲鹏,26,LLVM,ARM应用支持,"https://llvm.org/
https://github.com/llvm/llvm-project",non_github,non_github,,,,,,,,,,,,,,,,,,,"多个URL(2个), 仅验证第一个"
鲲鹏,27,libdrm,ARM应用支持,https://gitlab.freedesktop.org/mesa/drm,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
鲲鹏,28,musl,ARM应用支持,https://git.musl-libc.org/cgit/musl,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
鲲鹏,29,OpenH264,ARM应用支持,https://github.com/cisco/openh264,valid,repo,,6072,1894,515,293,2869,C++,BSD-2-Clause,2013-10-27T20:20:31Z,2026-04-09T08:49:46Z,2025-10-28T09:20:17Z,128420,master,,False,False,,True,
鲲鹏,30,Opus,ARM应用支持,https://github.com/xiph/opus,valid,repo,,3123,768,90,164,177,C,NOASSERTION,2014-08-19T04:45:15Z,2026-04-10T05:31:39Z,2026-04-07T14:54:12Z,24840,main,"audio,c,codec,compression",False,False,,True,
鲲鹏,31,cJSON,ARM应用支持,https://github.com/davegamble/cjson,valid,repo,https://github.com/DaveGamble/cJSON,12586,3467,282,305,369,C,MIT,2016-03-19T18:22:54Z,2026-04-10T06:34:35Z,2026-04-09T01:59:11Z,2583,master,,False,False,,True,
鲲鹏,32,libyuv-android,ARM应用支持,https://github.com/crow-misia/libyuv-android,valid,repo,,137,28,3,0,288,C++,Apache-2.0,2018-04-07T15:13:29Z,2026-04-07T00:17:49Z,2026-04-07T00:17:46Z,4147,main,"android-library,graphics,libyuv",False,False,,True,
鲲鹏,33,benchmark,ARM应用支持,https://github.com/google/benchmark,valid,repo,,10125,1760,198,183,1315,C++,Apache-2.0,2013-12-12T00:10:48Z,2026-04-10T07:14:34Z,2026-04-08T08:22:39Z,3410,main,benchmark,False,False,,True,
鲲鹏,34,OpenCV,ARM应用支持,https://github.com/opencv/opencv,valid,repo,,87017,56544,2622,2744,17080,C++,Apache-2.0,2012-07-19T09:40:17Z,2026-04-10T07:08:16Z,2026-04-09T16:15:03Z,554823,4.x,"c-plus-plus,computer-vision,deep-learning,image-processing,opencv",False,False,,True,
鲲鹏,35,Ffmpeg,ARM应用支持,https://github.com/ffmpeg/ffmpeg,valid,repo,https://github.com/FFmpeg/FFmpeg,58806,13698,1501,3,0,C,NOASSERTION,2011-04-14T14:12:38Z,2026-04-10T07:23:26Z,2026-04-09T20:21:57Z,472978,master,"audio,c,ffmpeg,fft,hevc,hls,matroska,mp4,mpeg,multimedia,rtmp,rtsp,streaming,video,webm",False,False,,False,
鲲鹏,36,libjpeg-turbo,ARM应用支持,https://github.com/libjpeg-turbo/libjpeg-turbo,valid,repo,,4285,1138,129,16,270,C,NOASSERTION,2015-07-27T07:11:54Z,2026-04-09T14:28:43Z,2026-04-06T16:42:16Z,23814,main,,False,False,,True,
鲲鹏,37,Hadoop,大数据,https://github.com/apache/hadoop,valid,repo,,15519,9210,962,129,8400,Java,Apache-2.0,2014-08-28T07:00:08Z,2026-04-09T16:07:36Z,2026-04-09T17:27:19Z,606084,trunk,hadoop,False,False,,False,
鲲鹏,38,Spark,大数据,https://github.com/apache/spark,valid,repo,,43103,29154,1999,328,55181,Scala,Apache-2.0,2014-02-25T08:00:08Z,2026-04-10T06:36:07Z,2026-04-10T02:53:01Z,547458,master,"big-data,java,jdbc,python,r,scala,spark,sql",False,False,,True,
鲲鹏,39,Hive,大数据,https://github.com/apache/hive,valid,repo,,5999,4785,307,62,6391,Java,Apache-2.0,2009-05-21T02:31:01Z,2026-04-10T06:42:14Z,2026-04-10T06:42:05Z,751623,master,"apache,big-data,database,hadoop,hive,java,sql",False,False,,False,
鲲鹏,40,HBase,大数据,https://github.com/apache/hbase,valid,repo,,5563,3398,383,363,8052,Java,Apache-2.0,2014-05-23T07:00:07Z,2026-04-10T03:14:07Z,2026-04-10T03:15:10Z,513512,master,"database,hbase,java",False,False,,False,
鲲鹏,41,ElasticSearch,大数据,https://github.com/elastic/elasticsearch,valid,repo,,76493,25828,2615,5567,101885,Java,NOASSERTION,2010-02-08T13:20:56Z,2026-04-10T07:36:12Z,2026-04-10T07:26:39Z,1596904,main,"elasticsearch,java,search-engine",False,False,,True,
鲲鹏,42,Flink,大数据,https://github.com/apache/flink,valid,repo,,25934,13911,915,322,27895,Java,Apache-2.0,2014-06-07T07:00:10Z,2026-04-10T02:25:32Z,2026-04-10T02:25:25Z,543694,master,"big-data,flink,java,python,scala,sql",False,False,,False,
鲲鹏,43,Kafka,大数据,https://github.com/apache/kafka,valid,repo,,32344,15096,1047,336,22012,Java,Apache-2.0,2011-08-15T18:06:16Z,2026-04-10T06:41:53Z,2026-04-10T00:12:34Z,284544,trunk,"java,kafka,scala,streaming",False,False,,False,
鲲鹏,44,Storm,大数据,https://github.com/apache/storm,valid,repo,,6680,4044,563,38,4299,Java,Apache-2.0,2013-11-05T08:00:14Z,2026-04-09T17:30:42Z,2026-04-07T18:10:18Z,157357,master,"apache,distributed,storm,streaming",False,False,,True,
鲲鹏,45,Redis,大数据,https://github.com/redis/redis,valid,repo,,73752,24570,2486,2798,7660,C,NOASSERTION,2009-03-21T22:32:25Z,2026-04-10T07:31:36Z,2026-04-09T14:58:37Z,210194,unstable,"cache,caching,database,distributed-systems,in-memory,in-memory-database,json,key-value,key-value-store,message-broker,message-queue,no-sql,nosql,open-source,real-time,realtime,redis,time-series,vector-databases,vector-search",False,False,,True,
鲲鹏,46,Impala,大数据,https://github.com/apache/impala,valid,repo,,1267,544,75,28,82,C++,Apache-2.0,2016-04-13T07:00:08Z,2026-04-09T19:51:39Z,2026-04-09T19:51:32Z,241266,master,impala,False,False,,False,
鲲鹏,47,Zookeeper,大数据,https://github.com/apache/zookeeper,valid,repo,,12751,7320,654,222,2364,Java,Apache-2.0,2009-03-27T15:41:56Z,2026-04-09T20:34:22Z,2026-04-09T00:21:56Z,154928,master,"apache,configuration-management,consensus,coordination,database,distributed-configuration,distributed-database,distributed-systems,hacktoberfest,java,key-value,service-discovery,zab,zookeeper",False,False,,False,
鲲鹏,48,ClickHouse,大数据,https://github.com/clickhouse/clickhouse,valid,repo,https://github.com/ClickHouse/ClickHouse,46790,8287,688,5844,73234,C++,Apache-2.0,2016-06-02T08:28:18Z,2026-04-10T07:43:11Z,2026-04-10T07:10:44Z,5423604,master,"ai,analytics,big-data,clickhouse,cloud-native,cpp,database,dbms,distributed,embedded,hacktoberfest,lakehouse,mpp,olap,rust,self-hosted,sql",False,False,,True,
鲲鹏,49,Alluxio,大数据,https://github.com/alluxio/alluxio,valid,repo,https://github.com/Alluxio/alluxio,7182,2944,433,1037,16494,Java,Apache-2.0,2012-12-21T17:43:46Z,2026-04-10T06:17:08Z,2025-04-29T16:46:58Z,205633,main,"alluxio,data-analysis,data-orchestration,hadoop,memory-speed,presto,spark,tensorflow,virtual-distributed-filesystem",False,False,,True,
鲲鹏,50,Ranger,大数据,https://github.com/ranger/ranger,valid,repo,,17108,927,145,930,966,Python,GPL-3.0,2009-06-04T06:41:11Z,2026-04-10T06:45:02Z,2026-04-04T17:26:58Z,10731,master,"console,file-launcher,file-manager,file-preview,vim",False,False,,True,
鲲鹏,51,Tez,大数据,https://github.com/apache/tez,valid,repo,,514,440,32,68,474,Java,Apache-2.0,2013-04-08T07:20:23Z,2026-04-08T21:30:15Z,2026-04-08T15:16:57Z,32431,master,"apache,big-data,hadoop,java,tez",False,False,,False,
鲲鹏,52,Flume,大数据,https://github.com/apache/flume,valid,repo,https://github.com/apache/logging-flume,2560,1548,223,91,410,Java,Apache-2.0,2011-08-12T18:20:14Z,2026-04-09T16:09:30Z,2024-10-10T11:41:45Z,45138,trunk,"apache,api,flume,java,jvm,library",False,False,,True,
鲲鹏,53,Oozie,大数据,https://github.com/apache/oozie,valid,repo,,728,471,70,49,96,Java,Apache-2.0,2011-09-14T07:00:10Z,2026-03-29T13:29:57Z,2025-01-27T08:38:13Z,32259,master,"big-data,java,javascript,oozie",False,True,,False,
鲲鹏,54,Solr,大数据,https://github.com/apache/solr,valid,repo,,1599,819,52,276,4274,Java,Apache-2.0,2021-02-23T00:12:42Z,2026-04-09T19:31:12Z,2026-04-09T21:15:58Z,613645,main,"backend,information-retrieval,java,lucene,nosql,search,search-engine,solr",False,False,,False,
鲲鹏,55,Presto,大数据,https://github.com/prestodb/presto,valid,repo,,16684,5534,826,2857,20146,Java,Apache-2.0,2012-08-09T01:03:37Z,2026-04-10T06:47:10Z,2026-04-10T06:47:05Z,273991,master,"big-data,data,hadoop,hive,java,lakehouse,presto,query,sql",False,False,,True,
鲲鹏,56,Kylin,大数据,https://github.com/apache/kylin,valid,repo,,3766,1512,254,80,2332,Java,Apache-2.0,2015-01-03T08:00:05Z,2026-04-09T16:21:59Z,2026-03-13T08:55:11Z,573833,kylin5,kylin,False,False,,False,
鲲鹏,57,Accumulo,大数据,https://github.com/apache/accumulo,valid,repo,,1142,479,73,348,4303,Java,Apache-2.0,2011-10-06T07:00:09Z,2026-04-09T15:30:59Z,2026-04-09T15:29:28Z,120005,main,"accumulo,big-data,hacktoberfest",False,False,,True,
鲲鹏,58,Avro,大数据,https://github.com/apache/avro,valid,repo,,3260,1742,101,169,3720,Java,Apache-2.0,2009-05-21T02:48:37Z,2026-04-10T07:44:46Z,2026-04-06T16:04:01Z,82228,main,"avro,bigdata,c,cplusplus,csharp,dotnet,java,perl,php,python,ruby",False,False,,False,
鲲鹏,59,logstash,大数据,https://github.com/elastic/logstash,valid,repo,,14827,3497,812,2227,11782,Java,NOASSERTION,2010-11-18T01:31:50Z,2026-04-10T06:15:36Z,2026-04-09T21:11:19Z,133892,main,"etl-framework,java,jruby,logging,real-time-processing,streaming",False,False,,True,
鲲鹏,60,Kibana,大数据,https://github.com/elastic/kibana,valid,repo,,21033,8548,820,13914,172698,TypeScript,NOASSERTION,2013-01-26T04:00:59Z,2026-04-10T07:19:51Z,2026-04-10T07:45:22Z,13996418,main,"dashboards,elasticsearch,hacktoberfest,kibana,metrics,observability,visualizations",False,False,,True,
鲲鹏,61,Knox,大数据,https://github.com/automattic/knox,valid,repo,https://github.com/Automattic/knox,1729,282,132,70,132,JavaScript,MIT,2010-09-16T18:05:43Z,2026-03-21T16:27:27Z,2022-05-19T22:58:09Z,281,master,,False,False,,True,
鲲鹏,62,Pig,大数据,https://github.com/apache/pig,valid,repo,,689,446,74,10,42,Java,Apache-2.0,2009-05-21T01:10:43Z,2026-02-23T12:51:39Z,2025-09-15T11:23:44Z,91442,trunk,"database,java,pig",False,False,,False,
鲲鹏,63,Atlas,大数据,https://github.com/apache/atlas,valid,repo,,2090,900,67,128,589,Java,Apache-2.0,2017-07-22T07:00:08Z,2026-04-10T03:31:50Z,2026-04-07T07:29:30Z,73907,master,"apache,atlas,docker,graphdb,java,javascript,python",False,False,,False,
鲲鹏,64,Livy,大数据,https://github.com/apache/incubator-livy,valid,repo,,946,619,54,96,484,Scala,Apache-2.0,2017-06-25T07:00:09Z,2026-04-09T15:24:22Z,2026-04-09T15:23:24Z,3949,master,"apachelivy,bigdata,livy,spark",False,False,,True,
鲲鹏,65,Parquet,大数据,https://github.com/apache/parquet-java/,valid,repo,,3049,1523,93,732,1708,Java,Apache-2.0,2014-06-10T07:00:07Z,2026-04-07T16:37:44Z,2026-04-05T02:22:23Z,16103,master,"apache,parquet,parquet-java",False,False,,True,
鲲鹏,66,Mesos,大数据,https://github.com/apache/mesos,valid,repo,,5363,1666,355,10,583,C++,Apache-2.0,2013-07-17T07:00:13Z,2026-04-10T06:15:22Z,2024-08-23T18:59:16Z,421954,master,"cloud,cplusplus,mesos",False,False,,False,
鲲鹏,67,Thrift,大数据,https://github.com/apache/thrift,valid,repo,,10907,4098,448,10,3376,C++,Apache-2.0,2009-09-18T08:00:17Z,2026-04-10T06:15:29Z,2026-04-09T23:08:29Z,36168,master,"actionscript,c,cplusplus,csharp,d,dart,http,library,network-client,network-server,thrift",False,False,,False,
鲲鹏,68,Drill,大数据,https://github.com/apache/drill,valid,repo,,2014,984,141,127,2884,Java,Apache-2.0,2012-09-05T07:00:26Z,2026-04-02T00:05:52Z,2026-03-30T21:36:10Z,70741,master,"big-data,drill,hadoop,hive,java,jdbc,parquet,sql",False,False,,True,
鲲鹏,69,Druid,大数据,https://github.com/apache/druid,valid,repo,,13974,3770,562,812,13966,Java,Apache-2.0,2012-10-23T19:08:07Z,2026-04-09T16:14:44Z,2026-04-10T05:29:56Z,414797,master,druid,False,False,,True,
鲲鹏,70,Phoenix,大数据,https://github.com/apache/phoenix,valid,repo,,1054,1009,81,135,2374,Java,Apache-2.0,2014-06-04T07:00:08Z,2026-04-09T10:30:55Z,2026-04-07T00:10:54Z,93022,master,"database,hbase,java,phoenix,sql",False,False,,False,
鲲鹏,71,Lucene,大数据,https://github.com/apache/lucene,valid,repo,,3399,1330,88,2560,4148,Java,Apache-2.0,2021-02-23T17:16:56Z,2026-04-09T21:28:39Z,2026-04-09T11:39:21Z,531320,main,"backend,information-retrieval,java,lucene,nosql,search,search-engine",False,False,,True,
鲲鹏,72,TDengine,大数据,https://github.com/taosdata/tdengine,valid,repo,https://github.com/taosdata/TDengine,24804,5004,681,498,29490,C,AGPL-3.0,2019-07-11T08:33:48Z,2026-04-10T07:17:08Z,2026-04-10T07:17:10Z,685761,main,"bigdata,cloud-native,cluster,connected-vehicles,database,distributed,financial-analysis,industrial-iot,iot,metrics,monitoring,scalability,sql,tdengine,time-series,time-series-database,tsdb",False,False,,True,
鲲鹏,73,Arrow,大数据,https://github.com/apache/arrow,valid,repo,,16648,4074,337,3127,21173,C++,Apache-2.0,2016-02-17T08:00:23Z,2026-04-10T05:21:35Z,2026-04-10T05:21:23Z,227923,main,"arrow,parquet",False,False,,True,
鲲鹏,74,Kudu,大数据,https://github.com/apache/kudu,valid,repo,,1900,662,103,8,57,C++,Apache-2.0,2016-01-29T08:00:06Z,2026-04-10T06:32:19Z,2026-04-09T13:01:05Z,92629,master,"big-data,cplusplus,kudu",False,False,,False,
鲲鹏,75,Kyuubi,大数据,https://github.com/yaooqinn/kyuubi,valid,repo,https://github.com/apache/kyuubi,2319,993,62,517,4529,Scala,Apache-2.0,2017-12-18T09:05:10Z,2026-04-09T10:14:31Z,2026-04-10T05:10:33Z,63975,master,"data-lake,hacktoberfest,hadoop,hive,jdbc,kubernetes,spark,spark-sql,sql,thrift",False,False,,True,
鲲鹏,76,Ceph,分布式存储,https://github.com/ceph/ceph,valid,repo,,16434,6351,623,1119,68290,C++,NOASSERTION,2011-09-01T21:41:26Z,2026-04-10T07:41:07Z,2026-04-10T07:41:00Z,901388,main,"block-storage,cloud-storage,distributed-file-system,distributed-storage,erasure-coding,fuse,hdfs,high-performance,highly-available,iscsi,kubernetes,nfs,nvme-over-fabrics,object-store,posix,replication,s3,smb,software-defined-storage,storage",False,False,,False,
鲲鹏,77,GlusterFS,分布式存储,https://github.com/gluster/glusterfs,valid,repo,,5168,1112,234,257,1692,C,GPL-2.0,2011-02-17T05:00:49Z,2026-04-09T09:45:17Z,2026-02-16T05:50:17Z,177597,devel,"c,distributed-systems,erasure-coding,filesystem,fuse-filesystem,gluster,glusterfs,high-availability,k8s-sig-storage,libgfapi,linux,replication,server,snapshot,storage",False,False,,True,
鲲鹏,78,Lustre,分布式存储,https://git.whamcloud.com/,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
鲲鹏,79,FastDFS,分布式存储,https://github.com/greduan/emacs-theme-gruvbox,valid,repo,,669,93,13,4,132,Emacs Lisp,MIT,2013-11-02T18:19:19Z,2026-04-08T16:24:24Z,2025-01-17T02:22:02Z,8284,master,"emacs,emacs-lisp,gruvbox",False,False,,True,
鲲鹏,80,MinIO,分布式存储,https://github.com/minio/minio,valid,repo,,60650,7366,649,80,11177,Go,AGPL-3.0,2015-01-14T19:23:58Z,2026-04-10T07:24:04Z,2026-02-12T20:18:51Z,135985,master,"amazon-s3,cloud,cloudnative,cloudstorage,go,k8s,kubernetes,multi-cloud,multi-cloud-kubernetes,objectstorage,s3,storage",False,True,,True,
鲲鹏,81,MooseFS,分布式存储,https://github.com/moosefs/moosefs,valid,repo,,1959,237,107,184,36,C,GPL-2.0,2016-01-27T12:28:13Z,2026-04-08T17:08:05Z,2026-04-08T13:17:57Z,7558,master,"backup,block-storage,distributed-computing,distributed-file-storage,distributed-storage,ditributed-systems,erasure-coding,file-storage,file-systems,filesystem,fuse-filesystem,high-availability,hpc,hpc-cluster,hpc-storage,posix,posix-compliant,snapshots,software-defined-storage,storage",False,False,,True,
鲲鹏,82,LizardFS,分布式存储,https://github.com/lizardfs/lizardfs,valid,repo,,992,193,103,324,227,C++,GPL-3.0,2013-05-01T21:08:33Z,2026-04-09T01:50:24Z,2024-08-11T05:06:54Z,13400,master,"c-plus-plus,distributed-computing,distributed-systems,erasure-coding,fault-tolerance,geo-replication,gplv3,hierarchical-storage,high-availability,high-performance,hsm,linux,lizardfs,macosx,nas,posix,qos,replicas,replication,software-defined-storage",False,False,,True,
鲲鹏,83,Sheepdog,分布式存储,https://github.com/sheepdog/sheepdog,valid,repo,,1020,266,129,131,211,C,GPL-2.0,2011-06-06T10:42:34Z,2026-04-09T09:36:46Z,2020-12-10T18:52:38Z,24338,master,"blockdevice,c,distributed-storage,iscsi,iscsi-target,qemu,qemu-kvm,software-defined-storage,storage,virtualization,vmm",False,False,,True,
鲲鹏,84,DRBD,分布式存储,https://github.com/linbit/drbd,valid,repo,https://github.com/LINBIT/drbd,692,110,37,34,19,C,GPL-2.0,2017-09-15T10:04:35Z,2026-04-09T16:14:48Z,2026-04-09T16:05:01Z,17704,master,"drbd,high-availability,linux-kernel-module,sds",False,False,,True,
鲲鹏,85,DAOS,分布式存储,https://github.com/daos-stack/daos,valid,repo,,929,341,42,614,17957,C,NOASSERTION,2016-09-27T19:21:29Z,2026-04-09T20:44:16Z,2026-04-10T07:18:19Z,179556,master,"daos,distributed-storage,hyperconverged,hyperscale,kvstore,nvme-storage,object-store,pmdk,software-defined-storage,spdk,storage-as-a-service",False,False,,False,
鲲鹏,86,CURVE,分布式存储,https://github.com/opencurve/curve,valid,repo,,2374,528,60,135,2142,C++,Apache-2.0,2020-07-01T11:57:25Z,2026-04-07T12:02:52Z,2024-08-13T01:46:12Z,103152,master,"block-storage,cloud-native-storage,distributed-systems,filestorage,fuse-filesystem,high-performance,kubernetes,opensource,posix-compatible,raft,sds,storage,storage-engine",False,False,,True,
鲲鹏,87,SeaweedFS,分布式存储,https://github.com/chrislusf/seaweedfs,valid,repo,,20,3,0,0,1,Go,Apache-2.0,2026-01-05T20:20:29Z,2026-04-09T07:35:26Z,2026-03-28T00:03:22Z,166643,master,,True,False,,False,
鲲鹏,88,Docker,虚拟化,https://github.com/nextcloud/docker,valid,repo,,7212,1922,133,141,866,Shell,AGPL-3.0,2016-07-12T15:21:08Z,2026-04-10T05:45:05Z,2026-04-05T00:43:47Z,2029,master,"docker,docker-image,nextcloud,open-source",False,False,,True,
鲲鹏,89,Kubernetes,虚拟化,https://github.com/kubernetes/kubernetes,valid,repo,,121656,42823,3192,2726,88824,Go,Apache-2.0,2014-06-06T22:56:04Z,2026-04-10T07:03:56Z,2026-04-09T23:33:06Z,1461367,master,"cncf,containers,go,kubernetes",False,False,,True,
鲲鹏,90,libvirt,虚拟化,https://github.com/libvirt/libvirt,valid,repo,,1666,736,84,0,37,C,LGPL-2.1,2015-05-22T13:40:12Z,2026-04-09T05:15:16Z,2026-04-09T05:15:12Z,1101059,master,,False,False,,True,
鲲鹏,91,OpenStack,虚拟化,https://github.com/openstack/openstack,valid,repo,,5884,1619,566,1,21,Python,Apache-2.0,2013-10-24T17:38:08Z,2026-04-10T05:53:04Z,2026-04-10T05:52:59Z,160697,master,,False,False,,False,
鲲鹏,92,KVM,虚拟化,https://git.kernel.org/pub/scm/virt/kvm/kvm.git,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
鲲鹏,93,Open vSwitch,虚拟化,https://github.com/openvswitch/ovs,valid,repo,,3929,2001,346,1,407,C,Apache-2.0,2014-04-02T22:15:28Z,2026-04-09T08:16:52Z,2026-04-07T21:38:48Z,136985,main,,False,False,,False,
鲲鹏,94,QEMU,虚拟化,https://github.com/qemu/qemu,valid,repo,,12967,6679,418,0,0,C,NOASSERTION,2012-08-11T21:48:37Z,2026-04-10T03:47:09Z,2026-04-09T20:21:29Z,672196,master,"emulation,qemu,virtualization",False,False,,False,
鲲鹏,95,Ovirt,虚拟化,https://github.com/ovirt/ovirt-engine,valid,repo,https://github.com/oVirt/ovirt-engine,593,299,56,115,934,Java,NOASSERTION,2012-10-26T11:48:34Z,2026-04-04T02:42:29Z,2026-03-26T12:42:55Z,336423,master,"management,virtualization",False,False,,True,
鲲鹏,96,Stratovirt,虚拟化,https://gitee.com/openeuler/stratovirt,non_github,non_github,,,,,,,,,,,,,,,,,,,非GitHub URL
