页签,序号,项目名称,分类,上游地址,仓库是否删除,entity_type
鲲鹏,256,Amber tools,HPC,https://ambermd.org/index.php,,unknown
鲲鹏,257,WRF,HPC,https://github.com/wrf-model/WRF,,repo
鲲鹏,258,CESM,HPC,https://github.com/ESCOMP/CESM,,repo
鲲鹏,259,NEMO,HPC,https://github.com/linuxmint/nemo,,repo
鲲鹏,260,WAVEWATCH III,HPC,https://github.com/csdms/bmi-wavewatch3,,repo
鲲鹏,261,LASTZ,HPC,https://github.com/lastz/lastz,,repo
鲲鹏,262,OpenFOAM,HPC,https://openfoam.org/release/,,unknown
鲲鹏,263,eman2,HPC,https://github.com/cryoem/eman2,,repo
鲲鹏,264,genewise,HPC,https://www.ebi.ac.uk/~birney/wise2/,,unknown
鲲鹏,265,FSL,HPC,https://git.fmrib.ox.ac.uk/fsl/fslpy,,repo
鲲鹏,266,OpenLB,HPC,https://www.openlb.net/,,unknown
鲲鹏,267,SimpleITK,HPC,https://github.com/SimpleITK/SimpleITK,,repo
鲲鹏,268,3DSlicer,HPC,https://github.com/Slicer/Slicer,,repo
鲲鹏,269,bismark,HPC,https://github.com/FelixKrueger/Bismark,,repo
鲲鹏,270,Primer3,HPC,https://github.com/primer3-org/primer3,,repo
鲲鹏,271,featureCounts,HPC,https://subread.sourceforge.net/,,repo
鲲鹏,272,nanopack,HPC,https://github.com/wdecoster/nanopack,,repo
鲲鹏,273,GRAPHMAP,HPC,https://github.com/lbcb-sci/graphmap2,,repo
鲲鹏,274,GRIDSS,HPC,https://github.com/PapenfussLab/gridss,,repo
鲲鹏,275,Lumpy,HPC,https://github.com/arq5x/lumpy-sv,,repo
鲲鹏,276,Manta,HPC,https://github.com/hql287/Manta,,repo
鲲鹏,277,RepeatModeler,HPC,https://github.com/Dfam-consortium/RepeatModeler,,repo
鲲鹏,278,rMATs,HPC,https://github.com/Xinglab/rmats-turbo,,repo
鲲鹏,279,trf,HPC,https://github.com/Benson-Genomics-Lab/TRF,,repo
鲲鹏,280,deeptools,HPC,https://github.com/deeptools/deepTools,,repo
鲲鹏,281,pilon,HPC,https://github.com/broadinstitute/pilon,,repo
鲲鹏,282,FigTRee,HPC,https://github.com/rambaut/figtree,,repo
鲲鹏,283,3d-dna,HPC,https://github.com/aidenlab/3d-dna,,repo
鲲鹏,284,ALLHiC,HPC,https://github.com/tanghaibao/allhic,,repo
鲲鹏,285,bamtools,HPC,https://github.com/pezmaster31/bamtools,,repo
鲲鹏,286,BUSCO,HPC,https://gitlab.com/ezlab/busco,,repo
鲲鹏,287,flye,HPC,https://github.com/mikolmogorov/Flye,,repo
鲲鹏,288,Muscle,HPC,https://github.com/rcedgar/muscle,,repo
鲲鹏,289,EIGENSOFT,HPC,https://github.com/DReichLab/EIG,,repo
鲲鹏,290,trimmomatic,HPC,https://github.com/usadellab/Trimmomatic,,repo
鲲鹏,291,Falcon,HPC,https://github.com/falconry/falcon,,repo
鲲鹏,292,AutoDock vina,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,,repo
鲲鹏,293,Tinker,HPC,https://github.com/TinkerTools/tinker,,repo
鲲鹏,294,repeatmasker,HPC,http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz,,unknown
鲲鹏,295,sambamba,HPC,https://github.com/biod/sambamba,,repo
鲲鹏,296,Cutadapt,HPC,https://github.com/marcelm/cutadapt,,repo
鲲鹏,297,hyphy,HPC,https://github.com/veg/hyphy,,repo
鲲鹏,298,minimap2,HPC,https://github.com/lh3/minimap2,,repo
鲲鹏,299,mummer,HPC,https://github.com/mummer4/mummer,,repo
鲲鹏,300,salmon,HPC,https://github.com/COMBINE-lab/salmon,,repo
鲲鹏,301,SoftSV,HPC,https://sourceforge.net/projects/softsv/,,repo
鲲鹏,302,smcpp,HPC,https://github.com/popgenmethods/smcpp,,repo
鲲鹏,303,glean,HPC,https://sourceforge.net/projects/glean-gene/,,repo
鲲鹏,304,trimal,HPC,https://github.com/inab/trimal,,repo
鲲鹏,305,mrbayes,HPC,https://github.com/NBISweden/MrBayes,,repo
鲲鹏,306,VaPoR,HPC,https://github.com/connor-lab/vapor,,repo
鲲鹏,307,fastx_toolkit,HPC,https://github.com/agordon/fastx_toolkit,,repo
鲲鹏,308,seqwish,HPC,https://github.com/pangenome/seqwish,,repo
鲲鹏,309,seqkit,HPC,https://github.com/shenwei356/seqkit,,repo
鲲鹏,310,MCscanX,HPC,https://github.com/wyp1125/MCScanX,,repo
鲲鹏,311,bioawk,HPC,https://github.com/lh3/bioawk,,repo
鲲鹏,312,Mrtrix,HPC,https://github.com/MRtrix3/mrtrix3,,repo
鲲鹏,313,psmc,HPC,https://github.com/lh3/psmc,,repo
鲲鹏,314,metaeuk,HPC,https://github.com/soedinglab/metaeuk,,repo
鲲鹏,315,gnuplot,HPC,https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/,,repo
鲲鹏,316,MNE-python,HPC,https://github.com/mne-tools/mne-python,,repo
鲲鹏,317,centrifuge,HPC,https://github.com/DaehwanKimLab/centrifuge,,repo
鲲鹏,318,ClipKIT,HPC,https://github.com/JLSteenwyk/ClipKIT,,repo
鲲鹏,319,idba,HPC,https://github.com/loneknightpy/idba,,repo
鲲鹏,320,samblaster,HPC,https://github.com/GregoryFaust/samblaster,,repo
鲲鹏,321,SVseq2,HPC,https://sourceforge.net/projects/svseq2/files/svseq2_2/,,repo
鲲鹏,322,BayesTyper,HPC,https://github.com/bioinformatics-centre/BayesTyper,,repo
鲲鹏,323,Graphtyper2,HPC,https://github.com/DecodeGenetics/graphtyper,,repo
鲲鹏,324,TensorRT,HPC,https://github.com/NVIDIA/TensorRT,,repo
鲲鹏,325,jvarkit,HPC,https://github.com/lindenb/jvarkit,,repo
鲲鹏,326,Meraculous,HPC,https://jgi.doe.gov/data-and-tools/meraculous/,,unknown
鲲鹏,327,RepeatScout,HPC,https://github.com/Dfam-consortium/RepeatScout,,repo
鲲鹏,328,MOPAC,HPC,https://github.com/openmopac/mopac,,repo
鲲鹏,329,Yambo,HPC,http://www.yambo-code.org/,,unknown
鲲鹏,330,Cubep3m,HPC,https://github.com/jharno/cubep3m,,repo
鲲鹏,331,SWAN,HPC,https://swanmodel.sourceforge.io/,,repo
鲲鹏,332,dnacopy,HPC,https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html,,repo
鲲鹏,333,metapod,HPC,https://bioconductor.org/packages/3.20/bioc/html/metapod.html,,repo
鲲鹏,334,geneselectmmd,HPC,https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html,,repo
鲲鹏,335,maigespack,HPC,https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html,,repo
鲲鹏,336,fastseg,HPC,https://bioconductor.org/packages/3.20/bioc/html/fastseg.html,,repo
鲲鹏,337,batchelor,HPC,https://bioconductor.org/packages/3.20/bioc/html/batchelor.html,,repo
鲲鹏,338,methylkit,HPC,https://bioconductor.org/packages/3.20/bioc/html/methylKit.html,,repo
鲲鹏,339,monocle,HPC,https://bioconductor.org/packages/3.20/bioc/html/monocle.html,,repo
鲲鹏,340,biovizbase,HPC,https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html,,repo
鲲鹏,341,genomation,HPC,https://bioconductor.org/packages/3.20/bioc/html/genomation.html,,repo
鲲鹏,342,kebabs,HPC,https://bioconductor.org/packages/3.20/bioc/html/kebabs.html,,repo
鲲鹏,343,Doris,大数据,https://github.com/apache/doris,,repo
鲲鹏,344,Cubefs,分布式存储,https://github.com/cubefs/cubefs,,repo
鲲鹏,345,fuse,分布式存储,"fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux",,repo
鲲鹏,346,Milvus,数据库,https://github.com/milvus-io/milvus,,repo
鲲鹏,347,OceanBase,数据库,https://github.com/oceanbase/oceanbase,,repo
鲲鹏,348,O3DE,虚拟化,https://github.com/o3de/o3de,,repo
鲲鹏,349,Strongswan,虚拟化,https://github.com/strongswan/strongswan,,repo
鲲鹏,350,rdma-core,虚拟化,https://github.com/linux-rdma/rdma-core,,repo
鲲鹏,351,DELFT3D,HPC,https://svn.oss.deltares.nl/repos/delft3d,,repo
鲲鹏,352,NAMD,HPC,https://github.com/nbcrrolls/namd,,repo
鲲鹏,353,Gluten(京东/美团),大数据,https://github.com/apache/gluten,,repo
鲲鹏,354,Iceberg(字节/京东),大数据,https://github.com/apache/iceberg,,repo
鲲鹏,355,Ambari(中移),大数据,https://github.com/apache/ambari,,repo
鲲鹏,356,starrocks(腾讯),大数据,https://github.com/StarRocks/starrocks,,repo
鲲鹏,357,hudi(字节/京东),大数据,https://github.com/apache/hudi,,repo
鲲鹏,358,ORC(京东),大数据,https://github.com/apache/orc,,repo
鲲鹏,359,Bolt(字节),大数据,https://github.com/bytedance/bolt,,repo
鲲鹏,360,daft（字节）,大数据,https://github.com/Eventual-Inc/Daft,,repo
鲲鹏,361,data-juicer（腾讯）,大数据,https://github.com/datajuicer/data-juicer,,repo
鲲鹏,362,pandas（携程）,大数据,https://github.com/pandas-dev/pandas,,repo
鲲鹏,363,Celeborn（阿里）,大数据,https://github.com/apache/celeborn,,repo
鲲鹏,364,Lance（字节）,大数据,https://github.com/lancedb/lancedb,,repo
鲲鹏,365,Ray（蚂蚁）,大数据,https://github.com/ray-project/ray,,repo
鲲鹏,366,auron（快手）,大数据,https://github.com/apache/auron,,repo
鲲鹏,367,3FS(Xsky),分布式存储,https://github.com/deepseek-ai/3FS,,repo
鲲鹏,368,reedsolomon(深信服),分布式存储,https://github.com/klauspost/reedsolomon,,repo
鲲鹏,369,JuiceFS(电信),分布式存储,https://github.com/juicedata/juicefs,,repo
鲲鹏,370,Mooncake(京东),分布式存储,https://github.com/kvcache-ai/Mooncake,,repo
鲲鹏,371,Percona(字节),数据库,https://github.com/percona/percona-server,,repo
鲲鹏,372,openvelinux(字节),虚拟化,https://github.com/openvelinux,,organization
鲲鹏,373,OpenCloudOS(腾讯),虚拟化,https://github.com/OpenCloudOS,,organization
鲲鹏,374,CloudWeGo(字节),虚拟化,https://github.com/cloudwego,,organization
鲲鹏,375,DeathStarBench(字节/腾讯),虚拟化,https://github.com/delimitrou/DeathStarBench,,repo
鲲鹏,376,fluid(字节),虚拟化,https://github.com/fluid-cloudnative/fluid,,repo
鲲鹏,377,kubeflow(字节),虚拟化,https://github.com/kubeflow/kubeflow,,repo
鲲鹏,378,kuberay(字节),虚拟化,https://github.com/ray-project/kuberay,,repo
鲲鹏,379,sriov-network-operato(快手/字节),虚拟化,https://github.com/k8snetworkplumbingwg/sriov-network-operator,,repo
鲲鹏,380,E2B(字节),虚拟化,https://github.com/e2b-dev/E2B,,repo
鲲鹏,381,kata-containers(京东/腾讯),虚拟化,https://github.com/kata-containers/kata-containers,,repo
鲲鹏,382,libavif(京东),ARM原生,https://github.com/AOMediaCodec/libavif,,repo
鲲鹏,383,libwebp(京东),ARM原生,https://chromium.googlesource.com/webm/libwebp,,repo
鲲鹏,384,torchvision(多模态大模型媒体库),ARM原生,https://github.com/pytorch/vision,,repo
鲲鹏,385,Android(联通云),ARM原生,https://github.com/android/,,organization
鲲鹏,386,vvenc(字节),ARM原生,https://github.com/fraunhoferhhi/vvenc,,repo
鲲鹏,387,tensorflow-serving(BOSS),搜广推,https://github.com/tensorflow/serving,,repo
鲲鹏,388,onednn(京东),搜广推,https://github.com/uxlfoundation/oneDNN,,repo
鲲鹏,389,Faiss(美团),搜广推,https://github.com/facebookresearch/faiss,,repo
鲲鹏,390,hnswlib(美团),搜广推,https://github.com/nmslib/hnswlib,,repo
鲲鹏,391,XLA(京东),搜广推,https://github.com/openxla/xla,,repo
鲲鹏,392,ScaNN(美团),搜广推,https://github.com/google-research/google-research/tree/master/scann,,repo
鲲鹏,393,newpfordelta(美团),搜广推,https://github.com/newpfordelta/newpfordelta,是,repo
鲲鹏,394,RabitQ(字节),搜广推,https://github.com/gaoj0017/RaBitQ,,repo
鲲鹏,395,DiskANN(字节),搜广推,https://github.com/microsoft/DiskANN,,repo
鲲鹏,396,monolith(字节),搜广推,https://github.com/bytedance/monolith,,repo
鲲鹏,397,Eigen(京东),搜广推,https://gitlab.com/libeigen/eigen,,repo
鲲鹏,398,TVM(CBG),搜广推,https://github.com/apache/tvm,,repo
鲲鹏,399,onnxruntime(CBG),搜广推,https://github.com/microsoft/onnxruntime,,repo
鲲鹏,400,vLLM(蚂蚁/腾讯),搜广推,https://github.com/vllm-project/vllm,,repo
鲲鹏,401,llama.cpp（电信/移动）,搜广推,https://github.com/ggml-org/llama.cpp,,repo
鲲鹏,402,LangGraph(移动),搜广推,https://github.com/langchain-ai/langgraph,,repo
鲲鹏,403,TensorRT（京东）,搜广推,https://github.com/NVIDIA/TensorRT,,repo
鲲鹏,404,TensorRT-LLM（京东）,搜广推,https://github.com/NVIDIA/TensorRT-LLM,,repo
鲲鹏,405,protobuf(字节),基础库&加速库,https://github.com/protocolbuffers/protobuf,,repo
鲲鹏,406,folly(字节),基础库&加速库,https://github.com/facebook/folly,,repo
鲲鹏,407,sonic-cpp(互联网),基础库&加速库,https://github.com/bytedance/sonic-cpp,,repo
鲲鹏,408,Tongsuo(蚂蚁),基础库&加速库,https://github.com/Tongsuo-Project/Tongsuo,,repo
鲲鹏,409,rapidjson(字节/腾讯),基础库&加速库,https://github.com/Tencent/rapidjson,,repo
鲲鹏,410,simdjson(美团),基础库&加速库,https://github.com/simdjson/simdjson,,repo
鲲鹏,411,openssl(美团),基础库&加速库,https://github.com/openssl/openssl,,repo
鲲鹏,412,fbthrift(字节),基础库&加速库,https://github.com/facebook/fbthrift,,repo
鲲鹏,413,brpc(美团),基础库&加速库,https://github.com/apache/brpc,,repo
鲲鹏,414,taskflow(字节),基础库&加速库,https://github.com/taskflow/taskflow,,repo
鲲鹏,415,simde（美团）,基础库&加速库,https://github.com/simd-everywhere/simde,,repo
鲲鹏,416,rust（字节/腾讯）,基础库&加速库,https://github.com/rust-lang/rust,,repo
鲲鹏,417,specfem3d,HPC,https://github.com/SPECFEM/specfem3d,,repo
鲲鹏,418,DeePMD-kit,HPC,https://github.com/deepmodeling/deepmd-kit,,repo
鲲鹏,419,RHMC,HPC,https://github.com/LatticeQCD/SIMULATeQCD,,repo
鲲鹏,420,deepseek,HPC,https://github.com/deepseek-ai/DeepSeek-LLM,,repo
鲲鹏,421,Rfdiffusion,HPC,https://github.com/RosettaCommons/RFdiffusion,,repo
鲲鹏,422,specfem3d_globe,HPC,https://github.com/SPECFEM/specfem3d_globe,,repo
鲲鹏,423,Quantum Package,HPC,https://github.com/QuantumPackage/qp2,,repo
鲲鹏,424,Abinit,HPC,https://github.com/abinit/abinit,,repo
鲲鹏,425,CPMD,HPC,https://github.com/CPMD-code/CPMD,,repo
鲲鹏,426,PSI,HPC,https://github.com/psi4/psi4,,repo
鲲鹏,427,pwdft,HPC,https://github.com/ebylaska/PWDFT,,repo
鲲鹏,428,ESPResSOmd,HPC,https://github.com/espressomd/espresso,,repo
鲲鹏,429,DL_POLY,HPC,https://github.com/ccp5UK/dl-poly,,repo
鲲鹏,430,miniGhost,HPC,https://github.com/Mantevo/miniGhost,,repo
鲲鹏,431,Hefei-NAMD,HPC,https://github.com/QijingZheng/Hefei-NAMD,,repo
鲲鹏,432,siesta,HPC,https://gitlab.com/siesta-project/siesta,,repo
鲲鹏,433,ProteinMPNN,HPC,https://github.com/dauparas/ProteinMPNN,,repo
鲲鹏,434,Moose Framework,HPC,https://github.com/idaholab/moose,,repo
鲲鹏,435,QMCPACK,HPC,https://github.com/QMCPACK/qmcpack,,repo
鲲鹏,436,Geant4,HPC,https://gitlab.cern.ch/geant4/geant4,,repo
鲲鹏,437,Chroma,HPC,https://github.com/JeffersonLab/chroma,,repo
鲲鹏,438,MILC,HPC,https://github.com/milc-qcd/milc_qcd,,repo
鲲鹏,439,CPS,HPC,https://github.com/RBC-UKQCD/CPS_public,,repo
鲲鹏,440,MEEP,HPC,https://github.com/NanoComp/meep,,repo
鲲鹏,441,Elmer,HPC,https://github.com/ElmerCSC/elmerfem,,repo
鲲鹏,442,Code-Aster,HPC,https://github.com/ralic/Code_Aster,,repo
鲲鹏,443,Deal.II,HPC,https://github.com/dealii/dealii,,repo
鲲鹏,444,FDS,HPC,https://github.com/firemodels/fds,,repo
鲲鹏,445,SU2,HPC,https://github.com/su2code/SU2,,repo
鲲鹏,446,Code-Saturne,HPC,https://github.com/code-saturne/code_saturne,,repo
鲲鹏,447,PALABOS,HPC,https://gitlab.com/unigespc/palabos,,repo
鲲鹏,448,CMAQ,HPC,https://github.com/USEPA/CMAQ,,repo
鲲鹏,449,WPS,HPC,https://github.com/wrf-model/WPS,,repo
鲲鹏,450,WAVEWATCH,HPC,https://github.com/NOAA-EMC/WW3,,repo
鲲鹏,451,ROMS,HPC,https://github.com/myroms/roms,,repo
鲲鹏,452,HYCOM,HPC,https://github.com/HYCOM/HYCOM-src,,repo
鲲鹏,453,Augustus,HPC,https://github.com/Gaius-Augustus/Augustus,,repo
鲲鹏,454,Chaste,HPC,https://github.com/Chaste/Chaste,,repo
鲲鹏,455,CNVnator,HPC,https://github.com/abyzovlab/CNVnator,,repo
鲲鹏,456,SeisSol,HPC,https://github.com/SeisSol/SeisSol,,repo
鲲鹏,457,GEMMA,HPC,https://github.com/genetics-statistics/GEMMA,,repo
鲲鹏,458,kallisto,HPC,https://github.com/pachterlab/kallisto,,repo
鲲鹏,459,ROOT,HPC,https://github.com/root-project/root,,repo
鲲鹏,460,MPB,HPC,https://github.com/NanoComp/mpb,,repo
鲲鹏,461,Foldseek,HPC,https://github.com/steineggerlab/foldseek,,repo
鲲鹏,462,phonopy,HPC,https://github.com/phonopy/phonopy,,repo
鲲鹏,463,megahit,HPC,https://github.com/voutcn/megahit,,repo
鲲鹏,464,bcftools,HPC,https://github.com/samtools/bcftools,,repo
鲲鹏,465,openbabel,HPC,https://github.com/openbabel/openbabel,,repo
鲲鹏,466,Abyss,HPC,https://github.com/BirolLab/abyss,,repo
鲲鹏,467,FVCOM,HPC,https://github.com/FVCOM-GitHub/FVCOM,,repo
鲲鹏,468,Velvet,HPC,https://github.com/dzerbino/velvet,,repo
鲲鹏,469,Tophat2,HPC,https://github.com/DaehwanKimLab/tophat,,repo
鲲鹏,470,NOVOPlasty,HPC,https://github.com/ndierckx/NOVOPlasty,,repo
鲲鹏,471,PyRosetta,HPC,https://github.com/RosettaCommons/rosetta,,repo
鲲鹏,472,scanpy,HPC,https://github.com/scverse/scanpy,,repo
鲲鹏,473,Seurat,HPC,https://github.com/satijalab/seurat,,repo
鲲鹏,474,diamond,HPC,https://github.com/bbuchfink/diamond,,repo
鲲鹏,475,prodigal,HPC,https://github.com/hyattpd/Prodigal,,repo
鲲鹏,476,COPASI,HPC,https://github.com/copasi/COPASI,,repo
鲲鹏,477,OpenMolcas,HPC,https://gitlab.com/Molcas/OpenMolcas,,repo
鲲鹏,478,Cactus,HPC,https://github.com/ComparativeGenomicsToolkit/cactus,,repo
鲲鹏,479,Samtools,HPC,https://github.com/samtools/samtools,,repo
鲲鹏,480,wtdbg2,HPC,https://github.com/ruanjue/wtdbg2,,repo
鲲鹏,481,wannier tools,HPC,https://github.com/quanshengwu/wannier_tools,,repo
鲲鹏,482,Bowtie2,HPC,https://github.com/BenLangmead/bowtie2,,repo
鲲鹏,483,MACS3,HPC,https://github.com/macs3-project/MACS,,repo
鲲鹏,484,HISAT2,HPC,https://github.com/DaehwanKimLab/hisat2,,repo
鲲鹏,485,Canu,HPC,https://github.com/marbl/canu,,repo
鲲鹏,486,interproscan,HPC,https://github.com/ebi-pf-team/interproscan,,repo
鲲鹏,487,RSEM,HPC,https://github.com/deweylab/RSEM,,repo
鲲鹏,488,jellyfish,HPC,https://github.com/gmarcais/Jellyfish,,repo
鲲鹏,489,STAR,HPC,https://github.com/alexdobin/STAR,,repo
鲲鹏,490,fastp,HPC,https://github.com/OpenGene/fastp,,repo
鲲鹏,491,WGCNA,HPC,https://github.com/smorabit/hdWGCNA,,repo
鲲鹏,492,vaspkit,HPC,https://github.com/vaspkit/vaspkit.github.io,,repo
鲲鹏,493,Trinity,HPC,https://github.com/trinityrnaseq/trinityrnaseq,,repo
鲲鹏,494,FASTA,HPC,https://github.com/xapple/fasta,,repo
鲲鹏,495,FastTree,HPC,https://github.com/morgannprice/fasttree,,repo
鲲鹏,496,kraken2,HPC,https://github.com/DerrickWood/kraken2,,repo
鲲鹏,497,Blat,HPC,https://github.com/icebert/pblat-cluster,,repo
鲲鹏,498,AutoDOCK,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,,repo
鲲鹏,499,cd-hit,HPC,https://github.com/weizhongli/cdhit,,repo
鲲鹏,500,kobas,HPC,https://github.com/xmao/kobas,,repo
鲲鹏,501,meryl,HPC,https://github.com/marbl/meryl,,repo
鲲鹏,502,pysam,HPC,https://github.com/pysam-developers/pysam,,repo
鲲鹏,503,phylophlan,HPC,https://github.com/biobakery/phylophlan,,repo
鲲鹏,504,VEP,HPC,https://github.com/Ensembl/ensembl-vep,,repo
鲲鹏,505,prottest,HPC,https://github.com/ddarriba/prottest3,,repo
鲲鹏,506,phono3py,HPC,https://github.com/phonopy/phono3py,,repo
鲲鹏,507,Cufflinks,HPC,https://github.com/cole-trapnell-lab/cufflinks,,repo
鲲鹏,508,bedtools,HPC,https://github.com/arq5x/bedtools2,,repo
鲲鹏,509,kallisto+bustools_python,HPC,https://github.com/pachterlab/kb_python,,repo
鲲鹏,510,circos,HPC,https://github.com/vigsterkr/circos,,repo
鲲鹏,511,SURVIVOR,HPC,https://github.com/fritzsedlazeck/SURVIVOR,,repo
鲲鹏,512,multiqc,HPC,https://github.com/MultiQC/MultiQC,,repo
鲲鹏,513,RDKit,HPC,https://github.com/rdkit/rdkit,,repo
鲲鹏,514,BEAST,HPC,https://github.com/beast-dev/beast-mcmc,,repo
鲲鹏,515,kalign,HPC,https://github.com/TimoLassmann/kalign,,repo
鲲鹏,516,psipred,HPC,https://github.com/psipred/psipred,,repo
鲲鹏,517,HH-suite,HPC,https://github.com/soedinglab/hh-suite,,repo
鲲鹏,518,NCL,HPC,https://github.com/NCAR/ncl,,repo
鲲鹏,519,xla,HPC,https://github.com/openxla/xla,,repo
鲲鹏,520,tvm,HPC,https://github.com/apache/tvm,,repo
鲲鹏,521,Want,基础库&加速库,https://github.com/QEF/want,,repo
鲲鹏,522,AMG,HPC,https://github.com/llnl/AMG,,repo
鲲鹏,523,gulp,基础库&加速库,https://github.com/gulpjs/gulp,,repo
鲲鹏,524,Towhee,基础库&加速库,https://github.com/towhee-io/towhee,,repo
鲲鹏,525,Multiwfn,基础库&加速库,https://github.com/foxtran/MultiWFN,,repo
鲲鹏,526,Jax,HPC,https://github.com/jax-ml/jax,,repo
鲲鹏,527,sundials,基础库&加速库,https://github.com/llnl/sundials,,repo
鲲鹏,528,NCEPLIBS,HPC,https://github.com/NOAA-EMC/NCEPLIBS,,repo
鲲鹏,529,GADGET-2,HPC,https://github.com/gadget-framework/gadget2,,repo
鲲鹏,530,paraFEM,HPC,https://github.com/ParaFEM/ParaFEM,,repo
鲲鹏,531,QDK,基础库&加速库,https://github.com/qnap-dev/QDK,,repo
鲲鹏,532,NCO,HPC,https://github.com/nco/nco,,repo
鲲鹏,533,qgis,基础库&加速库,https://github.com/qgis/QGIS,,repo
鲲鹏,534,eccodes,HPC,https://github.com/ecmwf/eccodes,,repo
鲲鹏,535,ecflow,HPC,https://github.com/ecmwf/ecflow,,repo
鲲鹏,536,Wannier90,基础库&加速库,https://github.com/wannier-developers/wannier90,,repo
鲲鹏,537,udunits,基础库&加速库,https://github.com/Unidata/UDUNITS-2,,repo
鲲鹏,538,wgrib2,HPC,https://github.com/NOAA-EMC/wgrib2,,repo
鲲鹏,539,grads,HPC,https://github.com/j-m-adams/GrADS,,repo
鲲鹏,540,ncview,HPC,https://github.com/iem-projects/ncview,,repo
鲲鹏,541,apptainer,基础库&加速库,https://github.com/apptainer/apptainer,,repo
鲲鹏,542,grib_api,HPC,https://github.com/weathersource/grib_api,,repo
鲲鹏,543,GDAL,基础库&加速库,https://github.com/OSGeo/gdal,,repo
鲲鹏,544,Proj,基础库&加速库,https://github.com/OSGeo/PROJ,,repo
鲲鹏,545,plumed,基础库&加速库,https://github.com/plumed/plumed2,,repo
鲲鹏,546,SCALAPACK,基础库&加速库,https://github.com/Reference-ScaLAPACK/scalapack,,repo
鲲鹏,547,gsl,HPC,https://github.com/ampl/gsl,,repo
鲲鹏,548,FFTW,基础库&加速库,https://github.com/FFTW/fftw3,,repo
鲲鹏,549,picard,HPC,https://github.com/broadinstitute/picard,,repo
鲲鹏,550,Plink,HPC,https://github.com/chrchang/plink-ng,,repo
鲲鹏,551,sniffles,HPC,https://github.com/fritzsedlazeck/Sniffles,,repo
鲲鹏,552,ObsPy,基础库&加速库,https://github.com/obspy/obspy,,repo
鲲鹏,553,Metis,基础库&加速库,https://github.com/KarypisLab/METIS,,repo
鲲鹏,554,Eigen,基础库&加速库,https://gitlab.com/libeigen/eigen,,repo
鲲鹏,555,irvsp,基础库&加速库,https://github.com/zjwang11/IRVSP,,repo
鲲鹏,556,SPACK,基础库&加速库,https://github.com/spack/spack,,repo
鲲鹏,557,brpc,基础库&加速库,https://github.com/apache/brpc,,repo
鲲鹏,558,gperftools,基础库&加速库,https://github.com/gperftools/gperftools,,repo
鲲鹏,559,mpi4py,基础库&加速库,https://github.com/mpi4py/mpi4py,,repo
鲲鹏,560,SWMM,基础库&加速库,https://github.com/USEPA/Stormwater-Management-Model,,repo
鲲鹏,561,PETSc,基础库&加速库,https://gitlab.com/petsc/petsc,,repo
鲲鹏,562,mfem,HPC,https://github.com/mfem/mfem,,repo
鲲鹏,563,kokkos,基础库&加速库,https://github.com/kokkos/kokkos,,repo
鲲鹏,564,triton,基础库&加速库,https://github.com/triton-lang/triton,,repo
鲲鹏,565,slurm,基础库&加速库,https://github.com/SchedMD/slurm,,repo
鲲鹏,566,sglang,HPC,https://github.com/sgl-project/sglang,,repo
鲲鹏,567,vllm,HPC,https://github.com/vllm-project/vllm,,repo
